fund_token,award_year_token,sel_set_year_token,fund_family,fund_ledger_number,fund_list_sequence,fund_long_name,fund_short_name,fund_desc,fund_type,fund_source,fund_gov_id,fund_lock,scan_group_1,fund_min,fund_max,fund_balance,fund_number_award,fund_amt_award,fund_number_accept,fund_amt_accept,fund_amt_paid,fund_number_paid,fund_available_dollars,fund_rounding,fund_distribution,fund_disbursement,fund_alternate,fund_real_dollars,fund_tfc_replacement,fund_need_based,fund_equity_offset,net_proceeds_percent,message_token,non_pars_flag,scan_group_2,direct_loan,dflt_ln_interest_rate,dflt_ln_deferment_request,dflt_ln_capitalize_interest,dflt_ln_eft_authorization,dflt_ln_borrower_signature,dflt_ln_first_time_borrower,ext_fund_code,fund_grant_subtype,fund_loan_subtype,alternative_loan,alp_loan_program_id,alp_lender,alp_guarantor,loan_type,anticipated,fund_external_name,fund_family_2,renewable,renew_increment_type,renew_increment_amt,renew_default_status,bypass_disb_rules,web_description,include_in_need_based,hold_release_flag,direct_loan_disbursement_option,fund_reduce_netpartner,web_display,alt_fund_satisfactory_progress,fin_aid_disclosure_category,report_as_additional_unsub,gainful_employment_reporting,bypass_ext_disb_tracking_status,unreconciled_changes,reconciliation_date,estimated_award,disburse_estimated,cod_reporting_if_estimated,default_award_status,web_display_awards_page,web_display_accept_awards_page,active_fund,bypass_fed_pack_requirements,fund_job_subtype,date_message_assigned,disb_to_date_option,cfp_category,bypass_coa,include_in_CDS,include_in_IPEDS,include_in_LCME,origination_fee,fvt_gv_fund_rep_type,File_Name,Snapshot_Date
1512,2006,null,null,null,303,_____CORINE P. HARPER SCHOLARSHIP,C. P. HARP,CORINE P. HARPER SCHOLARSHIP,G,O,null,null,null,500,1000,1500,1,1500,1,1500,1500,1,0,0,1,Y,null,1500,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1513,2006,null,null,null,303,LESTER P. GIBSON SCHOLARSHIP,L P GIBSON,LESTER P. GIBSON SCHOLARSHIP,G,O,null,null,null,500,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1514,2006,null,null,null,315,JAMAICA FOUNDATION OF HOUSTON,JAMAICA FO,JAMAICA FOUNDATION OF HOUSTON,G,O,null,null,null,500,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1515,2006,null,null,null,316,CANYON LAKES CREDIT UNION-GEORGE SCOT,CLCU-G. SC,null,G,O,null,null,null,300,300,300,0,0,0,0,0,0,300,0,1,Y,null,300,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1516,2006,null,null,null,306,R. & R. NORVILLE SCHOLARSHIP FUND,R NORVILLE,R & R NORVILLE SCHOLARSHIP FUND,G,O,null,null,null,250,500,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1517,2006,null,null,null,307,FANNIE CHADWICK FOUNDATION SCHOL.,F CHADWICK,FANNIE CHADWICK FOUNDATION SCHOLARSHIP,G,O,null,null,null,500,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1518,2006,null,null,null,307,FT. WORTH SCHOLARS SCHOLARSHIP,FTWS SCHOL,FT WORTH SCHOLARS SCHOLARSHIP,G,O,null,null,null,2500,5000,5000,0,0,0,0,0,0,5000,0,1,Y,null,5000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1519,2006,null,null,null,306,MINISTRY OF HIGHER EDUCATION & TECHNOL,MIN. H & T,MINISTRY OF HIGHER EDUCATION & TECHNOLOGY,G,O,null,null,null,500,6126,6126,0,0,0,0,0,0,6126,0,1,Y,null,6126,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1520,2006,null,null,null,307,BAHAMAS SUPERMARKET FOUNDATION,B S. FOUND,BAHAMAS SUPERMARKET FOUNDATION SCHOLARSHIP,G,O,null,null,null,500,1000,2000,0,0,0,0,0,0,2000,0,1,Y,null,2000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1521,2006,null,null,null,302,FIFTH WARD MISSIONARY BAPTIST CHURCH,F. W. B. C,FIFTH WARD MISSIONARY BAPTIST CHRUCH,G,O,null,null,null,250,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1522,2006,null,null,null,null,DALLAS PUBLIC SCHOOL SCHOLARSHIP,DALLAS PUB,null,G,O,null,null,null,500,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1523,2006,null,null,null,315,LENA THIGPEN SCHOLARSHIP,LENA,LENA THIGPEN SCHOLARSHIP,G,O,null,null,null,500,1000,1000,0,0,0,0,0,0,1000,0,1,Y,null,1000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1524,2006,null,null,null,369,_____UNCF- S.L. Shapiro Memorial Sch.,UNCF-Shap,UNCF- Sylvia L. Shapiro Memorial Scholarship,G,O,null,null,null,500,2500,9600,0,0,0,0,0,0,9600,0,1,Y,null,9600,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1525,2006,null,null,null,310,LOUIS DREYFUS SCHOLARSHIP (UNCF),L. D. SCHO,LOUIS DREYFUS SCHOLARSHIP (UNCF),G,O,null,null,null,1500,3000,3000,0,0,0,0,0,0,3000,0,1,Y,null,3000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1526,2006,null,null,null,306,CAMP NORMAL BENEVOLENT FUND,CAMP NORM,CAMPU NORMAL BENEVOLENT FUND,G,O,null,null,null,500,1107,1107,0,0,0,0,0,0,1107,0,1,Y,null,1107,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1527,2006,null,null,null,307,"OMEGA PSI FHI FRATERNITY, INC.",OMEGA PSI,"OMEGA PSI PHI FRATERNITY, INC.",G,O,null,null,null,250,500,500,0,0,0,0,0,0,500,0,1,Y,null,500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1528,2006,null,null,null,330,TEXAS CITY INDEPENDENT SCHOLARSHIP,TCISD,TEXAS CITY INDEPENDENT SCHOOL SCHOLARSHIP,G,P,null,null,null,100,100,200,0,0,0,0,0,0,200,0,1,Y,null,200,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1529,2006,null,null,null,332,WILLARD COKER SCHOLARSHIP,WC SCHOL.,WILLARD COKER SCHOLARSHIP,G,P,null,null,null,350,350,350,0,0,0,0,0,0,350,0,1,Y,null,350,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1530,2006,null,null,null,439,_____Shreveport UNCF Scholarship,Shrev-UNCF,Shreveport UNCF Scholarship Program,G,O,null,null,null,1500,5000,1500,0,0,0,0,0,0,1500,0,1,Y,null,1500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1531,2006,null,null,null,436,_____HOSPITALITY AND TOUR,HTA,HOSPITALITY AND TOURISM SCHOLARSHIP,G,O,null,null,null,null,2000,6000,0,0,0,0,0,0,6000,null,1,Y,null,6000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1532,2006,null,null,null,439,_____UNCF SHREVPORT SCHL,UNCF SHREV,UNCF SHREVEPORT SCHOLARSHIP,G,O,null,null,null,null,1500,3000,0,0,0,0,0,0,3000,null,null,N,null,3000,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1533,2006,null,null,null,4,_____TEXAS NATL GUARD,TNATLG,TEXAS NATIONAL GUARD,G,O,null,null,null,1000,5000,10000,0,0,0,0,0,0,10000,null,null,N,null,10000,null,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1534,2006,null,null,null,2,_____American Chemical Society,Amer Chem,American Chemical Society,G,O,null,null,null,1500,3000,3000,0,0,0,0,0,0,3000,null,null,N,null,3000,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1535,2006,null,null,null,202,_____UNCF-Casmir Scholarship,Uncf-Casmr,Uncf-Casmir Scholarship,G,O,null,null,null,1500,3000,4000,0,0,0,0,0,0,4000,null,null,Y,null,4000,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1536,2006,null,null,null,6,_____Uncf- Dorothy McNeal,UNCF-Mcnel,UNCF- DOROTHY MCNEAL SCHOLARSHIP,G,O,null,null,null,1167,1167,1167,0,0,0,0,0,0,1167,null,null,Y,null,1167,Y,N,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1537,2006,null,null,null,451,_____UNCF - XAVIER GRANT,UNCF-XAVIE,UNCF - XAVIER GRANT,G,O,null,null,null,1500,1500,4500,0,0,0,0,0,0,4500,null,null,N,null,4500,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1538,2006,null,null,null,452,_____Workforce Commission,WIA, Workforce Commission,G,O,null,null,null,1500,5386,10772,0,0,0,0,0,0,10772,null,null,Y,null,10772,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1539,2006,null,null,null,454,_____Supplemental Grant Aid,SSS,Supplemental Grant Aid,G,O,null,null,null,500,1500,28260,0,0,0,0,0,0,28260,null,null,Y,null,28260,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1540,2006,null,null,null,455,_____GATES (UNCF),GATES,GATES MILLENNIUM SCHOLAR,G,O,null,null,null,2500,5000,2500,0,0,0,0,0,0,2500,null,null,Y,null,2500,N,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1541,2006,null,null,null,457,____Laffey-Mchugh,McHugh,Laffey -Mchugh Uncf Scholarship,G,O,null,null,null,500,2500,12500,0,0,0,0,0,0,12500,null,null,Y,null,12500,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1542,2006,null,null,1542,459,____Tom Joyner Foundation Fund,Tom Joyner,Tom Joyner Foundation,G,O,null,null,null,500,2500,202000,104,155395,104,155395,156280,101,46605,0,1,Y,null,202000,Y,Y,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,Y,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1543,2006,null,null,null,638,_____Outside Scholarship fund,Outside Sc,Outside Scholarship Fund,G,O,null,null,null,200,5000,99999999,49,98323,49,98323,96323,48,99901676,0,1,Y,null,99999999,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1544,2006,null,null,null,617,_____TEXAS GRANT REALLOCATION,TEXAS RE,TEXAS GRANT REALLOCATION FUND,G,S,null,null,null,1344,1344,101792,0,0,0,0,0,0,101792,null,null,Y,null,101792,null,Y,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,N,null,Y,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1545,2006,null,null,null,620,_____Athletics Men Basketball,Athl MB,Athletics Men Basketball,G,I,null,null,null,1,6902,45250,20,36525,19,36525,37186,19,8725,0,1,Y,null,45250,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,null,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1546,2006,null,null,null,619,_____Athletics Women Basketball,Athlete WB,Athletics Womens Basketball,G,I,null,null,null,250,5000,28878,10,27517,10,27517,27517,10,1361,0,1,Y,null,28878,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1547,2006,null,null,null,621,_____Athletics Women Volleyball,Athl WV,Athletics Women Volleyball,G,I,null,null,null,250,5000,12500,4,12500,4,12500,12500,4,0,null,1,Y,null,12500,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1548,2006,null,null,null,622,_____Athletics Mens Baseball,Athl MBase,Athletics Mens Baseball,G,I,null,null,null,500,5000,38122,16,34741,16,34741,34907,16,3381,null,1,Y,null,38122,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1549,2006,null,null,null,623,_____Athletics Men Soccer,Athl M Soc,Athletics Men Soccer,G,I,null,null,null,null,null,12500,0,0,0,0,0,0,0,null,null,Y,null,0,Y,null,N,null,null,N,null,N,null,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,R,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
1550,2006,null,null,null,624,_____Athletics Men Track & Field,Ath Men TR,Athletics Men Track & Field,G,I,null,null,null,500,5000,6000,6,5644,6,5644,5644,6,356,null,1,Y,null,6000,Y,null,N,null,null,N,null,N,0,null,null,null,null,null,null,null,null,N,null,null,null,null,Y,null,null,null,null,null,null,N,null,N,null,G,Y,Y,null,null,false,false,false,false,null,false,false,1,P,true,true,true,false,null,null,G,null,false,true,true,true,null,null,dbfs:/mnt/adl/source-data/Snapshot/PFAIDS/funds/funds_202511200908.json.gz,2025-11-20T00:00:00.000Z
